PeakId,Mass,Start,Stop,RT,MDGC,RT1tr,RT2tr,Area,Height,Width,Area_Percent,SampleFileName,CompoundName,Group,Type,Formula,MF,RMF,Probability,MW,ExactMass,CASNO,NISTNO,ID,Library,OtherDBS,Contributor,TenLargestPeaks,Synonyms,StructureDiagram,SignalToNoiseRatio
136,TIC,29.5167,29.7085,29.6007,TRUE,26.135915,0.629778,7.15E+05,20307,0.1918,0.31972336,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2-methyl-",,0,C11H10,733,748,47,142,142.078,91-57-6,228330,271606292,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1755,,,,0
137,TIC,29.5167,29.7085,29.6007,TRUE,26.135915,0.629778,7.15E+05,20307,0.1918,0.31972336,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1-methyl-",,0,C11H10,721,727,31,142,142.078,90-12-0,62171,271524350,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","D.HENNEBERG, MAX-PLANCK INSTITUTE, MULHEIM, WEST GERMANY",,,,0
138,TIC,29.5167,29.7085,29.6007,TRUE,26.135915,0.629778,7.15E+05,20307,0.1918,0.31972336,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1-methyl-",,0,C11H10,705,716,31,142,142.078,90-12-0,21183,271471216,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","G.A.M.S., PARIS, FRANCE.",,,,0
139,TIC,29.836,29.9893,29.9472,TRUE,26.756667,0.893613,5.82E+05,12387,0.1532,0.260156339,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,LinearAlcohol16eV,0,C16H34O,719,767,7,242,242.261,36653-82-4,414975,270689342,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
140,TIC,29.836,29.9893,29.9472,TRUE,26.756667,0.893613,5.82E+05,12387,0.1532,0.260156339,20220722_DL_Sh7_1_TBaAc_16eV.lsc,n-Pentadecanol,LinearAlcohol16eV,0,C15H32O,717,799,7,228,228.245,629-76-5,430447,275055316,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS, IR","YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.; Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory.",,,,0
141,TIC,29.836,29.9893,29.9472,TRUE,26.756667,0.893613,5.82E+05,12387,0.1532,0.260156339,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Behenic alcohol,LinearAlcohol16eV,0,C22H46O,709,743,5,326,326.355,661-19-8,351789,273225256,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
142,TIC,29.836,29.9893,29.9472,TRUE,26.756667,0.893613,5.82E+05,12387,0.1532,0.260156339,20220722_DL_Sh7_1_TBaAc_16eV.lsc,n-Nonadecanol-1,LinearAlcohol16eV,0,C19H40O,709,740,5,284,284.308,1454-84-8,351790,34269815,mainlib|replib,"Fine, HODOC, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
143,TIC,29.836,29.9893,29.9472,TRUE,26.756667,0.893613,5.82E+05,12387,0.1532,0.260156339,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Heptadecene,LinearAlcohol16eV,0,C17H34,703,743,4,238,238.266,6765-39-5,233150,269694643,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-5612,,,,0
144,TIC,29.9528,30.1067,30.0391,TRUE,27.112785,0.88551,1.12E+06,33133,0.1539,0.499400713,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heptylcyclohexane,Cycloalkanes16eV,0,C13H26,743,769,28,182,182.203,5617-41-4,227569,16427958,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-IW-1908,,,,0
145,TIC,29.9528,30.1067,30.0391,TRUE,27.112785,0.88551,1.12E+06,33133,0.1539,0.499400713,20220722_DL_Sh7_1_TBaAc_16eV.lsc,n-Pentadecanol,Cycloalkanes16eV,0,C15H32O,717,750,8,228,228.245,629-76-5,430447,275055316,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS, IR","YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.; Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory.",,,,0
146,TIC,29.9528,30.1067,30.0391,TRUE,27.112785,0.88551,1.12E+06,33133,0.1539,0.499400713,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heptylcyclohexane,Cycloalkanes16eV,0,C13H26,703,796,28,182,182.203,5617-41-4,214970,274682458,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS","V.G.Zaikin, TIPS, Russian Acad. Sci.",,,,0
147,TIC,30.2561,30.4481,30.3476,TRUE,27.247225,0.661221,9.33E+05,26186,0.192,0.417267926,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Tridecane, 2-methyl-",,0,C14H30,719,770,14,198,198.235,1560-96-9,22438,272394492,mainlib|replib,"Fine, HODOC","H.PICHLER THE UNIV. KARLSRUHE, KARLSRUHE, GERMANY, F.R.G.",,,,0
148,TIC,30.2561,30.4481,30.3476,TRUE,27.247225,0.661221,9.33E+05,26186,0.192,0.417267926,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Tetradecane, 2,6,10-trimethyl-",,0,C17H36,702,711,8,240,240.282,14905-56-7,11556,36039981,mainlib|replib,,"E.D.MCCARTHY CALIFORNIA UNIV., BERKELEY, U.S.A",,,,0
149,TIC,30.5654,30.642,30.6037,TRUE,27.312244,0.674485,3.97E+05,10063,0.0767,0.177422026,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octacosanol,LinearAlcohol16eV,0,C28H58O,729,761,8,410,410.449,557-61-9,414781,269298270,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS",NIST Mass Spectrometry Data Center,,,,0
150,TIC,30.5654,30.642,30.6037,TRUE,27.312244,0.674485,3.97E+05,10063,0.0767,0.177422026,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Behenic alcohol,LinearAlcohol16eV,0,C22H46O,725,747,7,326,326.355,661-19-8,351789,273225256,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
151,TIC,30.5654,30.642,30.6037,TRUE,27.312244,0.674485,3.97E+05,10063,0.0767,0.177422026,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octacosanol,LinearAlcohol16eV,0,C28H58O,723,744,8,410,410.449,557-61-9,351792,268840640,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS",NIST Mass Spectrometry Data Center,,,,0
152,TIC,30.5654,30.642,30.6037,TRUE,27.312244,0.674485,3.97E+05,10063,0.0767,0.177422026,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Heptacosanol,LinearAlcohol16eV,0,C27H56O,722,743,6,396,396.433,2004-39-9,351788,9502601,mainlib|replib,"Fine, NIH, EINECS",NIST Mass Spectrometry Data Center,,,,0
153,TIC,30.5654,30.642,30.6037,TRUE,27.312244,0.674485,3.97E+05,10063,0.0767,0.177422026,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexacosanol,LinearAlcohol16eV,0,C26H54O,719,739,5,382,382.417,506-52-5,414524,272641486,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS",NIST Mass Spectrometry Data Center,,,,0
154,TIC,30.6387,30.7929,30.7015,TRUE,27.579456,0.662251,1.74E+06,74635,0.1542,0.777702142,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Pentadecane, 2,6,10,14-tetramethyl-",,0,C19H40,729,775,19,268,268.313,1921-70-6,229566,46142538,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1461,,,,0
155,TIC,30.6387,30.7929,30.7015,TRUE,27.579456,0.662251,1.74E+06,74635,0.1542,0.777702142,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Pentadecane, 2,6,10,14-tetramethyl-",,0,C19H40,713,754,19,268,268.313,1921-70-6,149898,273483384,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
156,TIC,30.6387,30.7929,30.7015,TRUE,27.579456,0.662251,1.74E+06,74635,0.1542,0.777702142,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Pentadecane,,0,C15H32,710,746,9,212,212.25,629-62-9,232906,22447688,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-5200,,,,0
157,TIC,30.6387,30.7929,30.7015,TRUE,27.579456,0.662251,1.74E+06,74635,0.1542,0.777702142,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,703,745,7,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
158,TIC,30.6387,30.7929,30.7015,TRUE,27.579456,0.662251,1.74E+06,74635,0.1542,0.777702142,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Hexadecane,,0,C16H34,702,743,6,226,226.266,544-76-3,228773,41676896,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1507,,,,0
159,TIC,31.0241,31.139,31.1007,TRUE,27.78008,0.663955,2.48E+06,1.35E+05,0.115,1.109809204,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Cyclotetradecane,Alcohol16eV,0,C14H28,822,855,11,196,196.219,295-17-0,141670,270340533,mainlib|replib,"EINECS, IR","H. Luftmann, Org. Chem. Inst., Westfalisch Wilhelms Univ., Munster, Germany",,,,0
160,TIC,31.0241,31.139,31.1007,TRUE,27.78008,0.663955,2.48E+06,1.35E+05,0.115,1.109809204,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Alcohol16eV,0,C16H34O,821,847,11,242,242.261,36653-82-4,414975,270689342,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
161,TIC,31.0241,31.139,31.1007,TRUE,27.78008,0.663955,2.48E+06,1.35E+05,0.115,1.109809204,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Tetradecanol,Alcohol16eV,0,C14H30O,809,840,7,214,214.23,112-72-1,414973,275081576,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
162,TIC,31.0241,31.139,31.1007,TRUE,27.78008,0.663955,2.48E+06,1.35E+05,0.115,1.109809204,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Tetradecanol,Alcohol16eV,0,C14H30O,808,824,7,214,214.23,112-72-1,229367,272505727,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2665,,,,0
163,TIC,31.0241,31.139,31.1007,TRUE,27.78008,0.663955,2.48E+06,1.35E+05,0.115,1.109809204,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Tetradecanol,Alcohol16eV,0,C14H30O,799,813,7,214,214.23,112-72-1,374906,272533439,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","NIST Mass Spectrometry Data Center, 2010",,,,0
164,TIC,31.1012,31.2548,31.1331,TRUE,27.839326,0.624881,2.66E+06,1.46E+05,0.1536,1.18777699,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Cyclotetradecane,Alcohol16eV,0,C14H28,826,858,12,196,196.219,295-17-0,141670,270340533,mainlib|replib,"EINECS, IR","H. Luftmann, Org. Chem. Inst., Westfalisch Wilhelms Univ., Munster, Germany",,,,0
165,TIC,31.1012,31.2548,31.1331,TRUE,27.839326,0.624881,2.66E+06,1.46E+05,0.1536,1.18777699,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Alcohol16eV,0,C16H34O,826,854,12,242,242.261,36653-82-4,414975,270689342,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
166,TIC,31.1012,31.2548,31.1331,TRUE,27.839326,0.624881,2.66E+06,1.46E+05,0.1536,1.18777699,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Tetradecanol,Alcohol16eV,0,C14H30O,812,845,7,214,214.23,112-72-1,414973,275081576,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
167,TIC,31.1012,31.2548,31.1331,TRUE,27.839326,0.624881,2.66E+06,1.46E+05,0.1536,1.18777699,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Tetradecanol,Alcohol16eV,0,C14H30O,802,818,7,214,214.23,112-72-1,229367,272505727,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2665,,,,0
168,TIC,31.1012,31.2548,31.1331,TRUE,27.839326,0.624881,2.66E+06,1.46E+05,0.1536,1.18777699,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Heptadecene,Alcohol16eV,0,C17H34,799,815,5,238,238.266,6765-39-5,233150,269694643,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-5612,,,,0
169,TIC,31.2169,31.2935,31.2552,TRUE,28.328333,0.839273,1.81E+05,13639,0.0767,0.080828144,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Cyclotetradecane,Alcohol16eV,0,C14H28,740,802,16,196,196.219,295-17-0,141670,270340533,mainlib|replib,"EINECS, IR","H. Luftmann, Org. Chem. Inst., Westfalisch Wilhelms Univ., Munster, Germany",,,,0
170,TIC,31.2169,31.2935,31.2552,TRUE,28.328333,0.839273,1.81E+05,13639,0.0767,0.080828144,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Alcohol16eV,0,C16H34O,732,783,12,242,242.261,36653-82-4,414975,270689342,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
171,TIC,31.2169,31.2935,31.2552,TRUE,28.328333,0.839273,1.81E+05,13639,0.0767,0.080828144,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Alcohol16eV,0,C16H34O,704,734,12,242,242.261,36653-82-4,228770,270719348,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW- 379,,,,0
172,TIC,31.2169,31.2935,31.2552,TRUE,28.328333,0.839273,1.81E+05,13639,0.0767,0.080828144,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Alcohol16eV,0,C16H34O,703,768,12,242,242.261,36653-82-4,313200,268811916,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","Dr. P.K. Shah, NYC Police Laboratory, NY",,,,0
173,TIC,31.2169,31.2935,31.2552,TRUE,28.328333,0.839273,1.81E+05,13639,0.0767,0.080828144,20220722_DL_Sh7_1_TBaAc_16eV.lsc,n-Nonadecanol-1,Alcohol16eV,0,C19H40O,703,720,3,284,284.308,1454-84-8,232931,274241120,mainlib|replib,"Fine, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-4538,,,,0
174,TIC,31.2149,31.4072,31.3157,TRUE,28.366667,0.86424,4.89E+06,1.51E+05,0.1923,2.184567483,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetradecane,,0,C14H30,792,843,44,198,198.235,629-59-4,229858,17258141,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2814,,,,0
175,TIC,31.2149,31.4072,31.3157,TRUE,28.366667,0.86424,4.89E+06,1.51E+05,0.1923,2.184567483,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetradecane,,0,C14H30,750,792,44,198,198.235,629-59-4,107373,271888400,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","Chuck Anderson, Aldrich Chemical Co.",,,,0
176,TIC,31.2149,31.4072,31.3157,TRUE,28.366667,0.86424,4.89E+06,1.51E+05,0.1923,2.184567483,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Pentadecane,,0,C15H32,737,802,8,212,212.25,629-62-9,232906,22447688,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-5200,,,,0
177,TIC,31.2149,31.4072,31.3157,TRUE,28.366667,0.86424,4.89E+06,1.51E+05,0.1923,2.184567483,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Hexadecane,,0,C16H34,735,774,8,226,226.266,544-76-3,228773,41676896,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1507,,,,0
178,TIC,31.2149,31.4072,31.3157,TRUE,28.366667,0.86424,4.89E+06,1.51E+05,0.1923,2.184567483,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heptadecane,,0,C17H36,727,775,5,240,240.282,629-78-7,228254,3145406,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2741,,,,0
179,TIC,31.967,32.2729,32.0738,TRUE,28.435945,0.797048,8.04E+05,20265,0.3059,0.359383048,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,2-dimethyl-",,0,C12H12,734,755,33,156,156.094,573-98-8,188209,273338929,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
180,TIC,31.967,32.2729,32.0738,TRUE,28.435945,0.797048,8.04E+05,20265,0.3059,0.359383048,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,5-dimethyl-",,0,C12H12,708,733,9,156,156.094,571-61-9,109641,273260439,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Philip Morris R&D,,,,0
181,TIC,31.967,32.2729,32.0738,TRUE,28.435945,0.797048,8.04E+05,20265,0.3059,0.359383048,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,7-dimethyl-",,0,C12H12,705,723,8,156,156.094,582-16-1,109640,272755820,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Philip Morris R&D,,,,0
182,TIC,31.967,32.2729,32.0738,TRUE,28.435945,0.797048,8.04E+05,20265,0.3059,0.359383048,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Pentobarbital,,0,C11H18N2O3,703,722,8,226,226.132,76-74-4,244543,273469468,mainlib|replib,"RTECS, USP, HODOC, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-IW-4532,,,,0
183,TIC,32.4284,32.5821,32.4966,TRUE,28.498851,0.828666,9.62E+05,25460,0.1537,0.430204445,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,2-dimethyl-",,0,C12H12,803,817,48,156,156.094,573-98-8,188209,273338929,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
184,TIC,32.4284,32.5821,32.4966,TRUE,28.498851,0.828666,9.62E+05,25460,0.1537,0.430204445,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,2-dimethyl-",,0,C12H12,748,756,48,156,156.094,573-98-8,228344,39815985,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1992,,,,0
185,TIC,32.4284,32.5821,32.4966,TRUE,28.498851,0.828666,9.62E+05,25460,0.1537,0.430204445,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,6-dimethyl-",,0,C12H12,738,747,7,156,156.094,581-42-0,228333,272941783,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2660,,,,0
186,TIC,32.4284,32.5821,32.4966,TRUE,28.498851,0.828666,9.62E+05,25460,0.1537,0.430204445,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Pentobarbital,,0,C11H18N2O3,734,751,6,226,226.132,76-74-4,244543,273469468,mainlib|replib,"RTECS, USP, HODOC, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-IW-4532,,,,0
187,TIC,32.4284,32.5821,32.4966,TRUE,28.498851,0.828666,9.62E+05,25460,0.1537,0.430204445,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,5-dimethyl-",,0,C12H12,733,747,6,156,156.094,571-61-9,109641,273260439,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Philip Morris R&D,,,,0
188,TIC,32.5437,32.7748,32.6033,TRUE,28.604578,0.683996,8.25E+05,23122,0.2311,0.368689224,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,2-dimethyl-",,0,C12H12,754,777,39,156,156.094,573-98-8,188209,273338929,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
189,TIC,32.5437,32.7748,32.6033,TRUE,28.604578,0.683996,8.25E+05,23122,0.2311,0.368689224,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,7-dimethyl-",,0,C12H12,728,744,11,156,156.094,582-16-1,109640,272755820,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Philip Morris R&D,,,,0
190,TIC,32.5437,32.7748,32.6033,TRUE,28.604578,0.683996,8.25E+05,23122,0.2311,0.368689224,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,2-dimethyl-",,0,C12H12,726,737,39,156,156.094,573-98-8,228344,39815985,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1992,,,,0
191,TIC,32.5437,32.7748,32.6033,TRUE,28.604578,0.683996,8.25E+05,23122,0.2311,0.368689224,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,6-dimethyl-",,0,C12H12,723,738,9,156,156.094,581-42-0,228333,272941783,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2660,,,,0
192,TIC,32.5437,32.7748,32.6033,TRUE,28.604578,0.683996,8.25E+05,23122,0.2311,0.368689224,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,5-dimethyl-",,0,C12H12,714,735,6,156,156.094,571-61-9,109641,273260439,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS, IR",Philip Morris R&D,,,,0
193,TIC,32.7129,32.7896,32.7512,TRUE,29.041216,2.192406,7.30E+05,25791,0.0767,0.326399414,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Cycloalkanes16eV,0,C16H34O,729,796,11,242,242.261,36653-82-4,414975,270689342,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
194,TIC,32.7129,32.7896,32.7512,TRUE,29.041216,2.192406,7.30E+05,25791,0.0767,0.326399414,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Cyclotetradecane,Cycloalkanes16eV,0,C14H28,726,798,10,196,196.219,295-17-0,141670,270340533,mainlib|replib,"EINECS, IR","H. Luftmann, Org. Chem. Inst., Westfalisch Wilhelms Univ., Munster, Germany",,,,0
195,TIC,32.7129,32.7896,32.7512,TRUE,29.041216,2.192406,7.30E+05,25791,0.0767,0.326399414,20220722_DL_Sh7_1_TBaAc_16eV.lsc,n-Nonadecanol-1,Cycloalkanes16eV,0,C19H40O,713,726,6,284,284.308,1454-84-8,232931,274241120,mainlib|replib,"Fine, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-4538,,,,0
196,TIC,32.7129,32.7896,32.7512,TRUE,29.041216,2.192406,7.30E+05,25791,0.0767,0.326399414,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Cycloalkanes16eV,0,C16H34O,708,777,11,242,242.261,36653-82-4,313200,268811916,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","Dr. P.K. Shah, NYC Police Laboratory, NY",,,,0
197,TIC,32.7129,32.7896,32.7512,TRUE,29.041216,2.192406,7.30E+05,25791,0.0767,0.326399414,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Behenic alcohol,Cycloalkanes16eV,0,C22H46O,703,725,4,326,326.355,661-19-8,351789,273225256,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
198,TIC,32.7517,32.8674,32.7901,TRUE,29.109791,0.659169,4.12E+05,23413,0.1157,0.184326337,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Cyclohexane, octyl-",Cycloalkanes16eV,0,C14H28,733,785,23,196,196.219,1795-15-9,227673,18314998,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-IW-1910,,,,0
199,TIC,32.7517,32.8674,32.7901,TRUE,29.109791,0.659169,4.12E+05,23413,0.1157,0.184326337,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Cyclohexane, octyl-",Cycloalkanes16eV,0,C14H28,723,750,23,196,196.219,1795-15-9,22404,274735717,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS, IR",,,,,0
200,TIC,32.7517,32.8674,32.7901,TRUE,29.109791,0.659169,4.12E+05,23413,0.1157,0.184326337,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Cyclotetradecane,Cycloalkanes16eV,0,C14H28,719,766,14,196,196.219,295-17-0,141670,270340533,mainlib|replib,"EINECS, IR","H. Luftmann, Org. Chem. Inst., Westfalisch Wilhelms Univ., Munster, Germany",,,,0
201,TIC,32.7517,32.8674,32.7901,TRUE,29.109791,0.659169,4.12E+05,23413,0.1157,0.184326337,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Cycloalkanes16eV,0,C16H34O,716,754,13,242,242.261,36653-82-4,414975,270689342,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
202,TIC,32.824,32.9388,32.9005,TRUE,29.600531,0.012849,1.17E+06,80076,0.1148,0.522558738,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,714,760,13,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
