PeakId,Mass,Start,Stop,RT,MDGC,RT1tr,RT2tr,Area,Height,Width,Area_Percent,SampleFileName,CompoundName,Group,Type,Formula,MF,RMF,Probability,MW,ExactMass,CASNO,NISTNO,ID,Library,OtherDBS,Contributor,TenLargestPeaks,Synonyms,StructureDiagram,SignalToNoiseRatio
272,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Pentacosane,,0,C25H52,714,767,8,352,352.407,629-99-2,150576,51973736,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
273,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetracosane,,0,C24H50,713,774,8,338,338.391,646-31-1,234324,45910247,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2437,,,,0
274,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heneicosane,,0,C21H44,707,776,6,296,296.344,629-94-7,230947,47543150,mainlib|replib,"Fine, TSCA, EPA, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2012,,,,0
275,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,705,754,34,254,254.297,593-45-3,12337,8081837,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",,,,,0
276,TIC,40.9125,41.1052,40.9995,TRUE,32.736667,0.874952,2.78E+06,73089,0.1927,1.244462926,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetracosane,,0,C24H50,701,758,13,338,338.391,646-31-1,234324,45910247,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2437,,,,0
277,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Nonadecane,,0,C19H40,741,821,32,268,268.313,629-92-5,232930,272635109,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-8200,,,,0
278,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,713,823,9,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
279,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetracosane,,0,C24H50,709,781,7,338,338.391,646-31-1,234324,45910247,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2437,,,,0
280,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Nonadecane,,0,C19H40,707,767,32,268,268.313,629-92-5,151324,28553076,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
281,TIC,43.362,43.5913,43.4649,TRUE,32.803147,0.683306,8.72E+05,26620,0.2293,0.389596107,20220722_DL_Sh7_1_TBaAc_16eV.lsc,o-Terphenyl,,0,C18H14,724,738,26,230,230.11,84-15-1,228204,34156255,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-8149,,,,0
282,TIC,43.362,43.5913,43.4649,TRUE,32.803147,0.683306,8.72E+05,26620,0.2293,0.389596107,20220722_DL_Sh7_1_TBaAc_16eV.lsc,p-Terphenyl,,0,C18H14,718,741,21,230,230.11,92-94-4,158027,274289387,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
283,TIC,43.362,43.5913,43.4649,TRUE,32.803147,0.683306,8.72E+05,26620,0.2293,0.389596107,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Benzo(a)phenazine,,0,C16H10N2,712,804,16,230,230.084,225-61-6,111193,35331029,mainlib|replib,"HODOC, NIH","Institute of Organic Chemistry, USSR, 1990",,,,0
284,TIC,44.7855,44.9784,44.875,TRUE,32.813333,1.09546,2.58E+06,63729,0.1929,1.15441859,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Eicosane,,0,C20H42,725,785,30,282,282.329,112-95-8,228774,273063008,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-6004,,,,0
285,TIC,48.5435,48.735,48.6322,TRUE,32.859247,1.105766,1.87E+06,30676,0.1915,0.836316743,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Docosane,,0,C22H46,706,807,33,310,310.36,629-97-0,109506,273690689,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Philip Morris R&D,,,,0
